name,latency,throughput(ipc),throughput(cpi)
vssrlrni_d_q,3.00,2.00,0.50
vssrlrni_du_q,3.00,2.00,0.50
vssrlrni_h_w,4.00,1.00,1.00
vssrlrni_hu_w,4.00,1.00,1.00
vssrlrni_w_d,4.00,1.00,1.00
vssrlrni_wu_d,4.00,1.00,1.00
vssub_b,1.00,2.00,0.50
vssub_bu,1.00,2.00,0.50
vssub_d,1.00,2.00,0.50
vssub_du,1.00,2.00,0.50
vssub_h,1.00,2.00,0.50
vssub_hu,1.00,2.00,0.50
vssub_w,1.00,2.00,0.50
vssub_wu,1.00,2.00,0.50
vsub_b,1.00,2.00,0.50
vsub_d,1.00,2.00,0.50
vsub_h,1.00,2.00,0.50
vsub_q,3.00,2.00,0.50
vsub_w,1.00,2.00,0.50
vsubi_bu,1.00,2.00,0.50
vsubi_du,1.00,2.00,0.50
vsubi_hu,1.00,2.00,0.50
vsubi_wu,1.00,2.00,0.50
vsubwev_d_w,2.00,2.00,0.50
vsubwev_d_wu,2.00,2.00,0.50
vsubwev_h_b,2.00,2.00,0.50
vsubwev_h_bu,2.00,2.00,0.50
vsubwev_q_d,3.00,2.00,0.50
vsubwev_q_du,3.00,2.00,0.50
vsubwev_w_h,2.00,2.00,0.50
vsubwev_w_hu,2.00,2.00,0.50
vsubwod_d_w,2.00,2.00,0.50
vsubwod_d_wu,2.00,2.00,0.50
vsubwod_h_b,2.00,2.00,0.50
vsubwod_h_bu,2.00,2.00,0.50
vsubwod_q_d,3.00,2.00,0.50
vsubwod_q_du,3.00,2.00,0.50
vsubwod_w_h,2.00,2.00,0.50
vsubwod_w_hu,2.00,2.00,0.50
vxor_v,1.00,2.00,0.50
vxori_b,1.00,2.00,0.50
xvabsd_b,2.00,2.00,0.50
xvabsd_bu,2.00,2.00,0.50
xvabsd_d,2.00,2.00,0.50
xvabsd_du,2.00,2.00,0.50
xvabsd_h,2.00,2.00,0.50
xvabsd_hu,2.00,2.00,0.50
xvabsd_w,2.00,2.00,0.50
xvabsd_wu,2.00,2.00,0.50
xvadd_b,1.00,2.00,0.50
xvadd_d,1.00,2.00,0.50
xvadd_h,1.00,2.00,0.50
xvadd_q,3.00,2.00,0.50
xvadd_w,1.00,2.00,0.50
xvadda_b,3.00,2.00,0.50
xvadda_d,3.00,2.00,0.50
xvadda_h,3.00,2.00,0.50
xvadda_w,3.00,2.00,0.50
xvaddi_bu,1.00,2.00,0.50
xvaddi_du,1.00,2.00,0.50
xvaddi_hu,1.00,2.00,0.50
xvaddi_wu,1.00,2.00,0.50
xvaddwev_d_w,2.00,2.00,0.50
xvaddwev_d_wu,2.00,2.00,0.50
xvaddwev_d_wu_w,2.00,2.00,0.50
xvaddwev_h_b,2.00,2.00,0.50
xvaddwev_h_bu,2.00,2.00,0.50
xvaddwev_h_bu_b,2.00,2.00,0.50
xvaddwev_q_d,3.00,2.00,0.50
xvaddwev_q_du,3.00,2.00,0.50
xvaddwev_q_du_d,3.00,2.00,0.50
xvaddwev_w_h,2.00,2.00,0.50
xvaddwev_w_hu,2.00,2.00,0.50
xvaddwev_w_hu_h,2.00,2.00,0.50
xvaddwod_d_w,2.00,2.00,0.50
xvaddwod_d_wu,2.00,2.00,0.50
xvaddwod_d_wu_w,2.00,2.00,0.50
xvaddwod_h_b,2.00,2.00,0.50
xvaddwod_h_bu,2.00,2.00,0.50
xvaddwod_h_bu_b,2.00,2.00,0.50
xvaddwod_q_d,3.00,2.00,0.50
xvaddwod_q_du,3.00,2.00,0.50
xvaddwod_q_du_d,3.00,2.00,0.50
xvaddwod_w_h,2.00,2.00,0.50
xvaddwod_w_hu,2.00,2.00,0.50
xvaddwod_w_hu_h,2.00,2.00,0.50
xvand_v,1.00,2.00,0.50
xvandi_b,1.00,2.00,0.50
xvandn_v,1.00,2.00,0.50
xvavg_b,1.00,2.00,0.50
xvavg_bu,1.00,2.00,0.50
xvavg_d,2.00,2.00,0.50
xvavg_du,2.00,2.00,0.50
xvavg_h,1.00,2.00,0.50
xvavg_hu,1.00,2.00,0.50
xvavg_w,1.00,2.00,0.50
xvavg_wu,1.00,2.00,0.50
xvavgr_b,1.00,2.00,0.50
xvavgr_bu,1.00,2.00,0.50
xvavgr_d,2.00,2.00,0.50
xvavgr_du,2.00,2.00,0.50
xvavgr_h,1.00,2.00,0.50
xvavgr_hu,1.00,2.00,0.50
xvavgr_w,1.00,2.00,0.50
xvavgr_wu,1.00,2.00,0.50
xvbitclr_b,2.00,2.00,0.50
xvbitclr_d,2.00,2.00,0.50
xvbitclr_h,2.00,2.00,0.50
xvbitclr_w,2.00,2.00,0.50
xvbitclri_b,2.00,2.00,0.50
xvbitclri_d,2.00,2.00,0.50
xvbitclri_h,2.00,2.00,0.50
xvbitclri_w,2.00,2.00,0.50
xvbitrev_b,2.00,2.00,0.50
xvbitrev_d,2.00,2.00,0.50
xvbitrev_h,2.00,2.00,0.50
xvbitrev_w,2.00,2.00,0.50
xvbitrevi_b,2.00,2.00,0.50
xvbitrevi_d,2.00,2.00,0.50
xvbitrevi_h,2.00,2.00,0.50
xvbitrevi_w,2.00,2.00,0.50
xvbitsel_v,1.00,2.00,0.50
xvbitseli_b,1.00,2.00,0.50
xvbitset_b,2.00,2.00,0.50
xvbitset_d,2.00,2.00,0.50
xvbitset_h,2.00,2.00,0.50
xvbitset_w,2.00,2.00,0.50
xvbitseti_b,2.00,2.00,0.50
xvbitseti_d,2.00,2.00,0.50
xvbitseti_h,2.00,2.00,0.50
xvbitseti_w,2.00,2.00,0.50
xvbsll_v,1.00,2.00,0.50
xvbsrl_v,1.00,2.00,0.50
xvclo_b,2.00,2.00,0.50
xvclo_d,2.00,2.00,0.50
xvclo_h,2.00,2.00,0.50
xvclo_w,2.00,2.00,0.50
xvclz_b,2.00,2.00,0.50
xvclz_d,2.00,2.00,0.50
xvclz_h,2.00,2.00,0.50
xvclz_w,2.00,2.00,0.50
xvdiv_b,32.50/36.00,0.05,20.50
xvdiv_bu,29.00/36.00,0.05,20.50
xvdiv_d,8.00/18.50,0.11,9.00
xvdiv_du,8.00/18.50,0.11,9.00
xvdiv_h,21.50/22.00,0.08,13.00
xvdiv_hu,17.00/21.50,0.07,15.00
xvdiv_w,11.00/17.50,0.09,11.50
xvdiv_wu,11.00/17.50,0.07,15.00
xvexth_d_w,1.00,2.00,0.50
xvexth_du_wu,1.00,2.00,0.50
xvexth_h_b,1.00,2.00,0.50
xvexth_hu_bu,1.00,2.00,0.50
xvexth_q_d,1.00,2.00,0.50
xvexth_qu_du,1.00,2.00,0.50
xvexth_w_h,1.00,2.00,0.50
xvexth_wu_hu,1.00,2.00,0.50
xvextl_q_d,1.00,2.00,0.50
xvextl_qu_du,1.00,2.00,0.50
xvextrins_b,1.00,2.00,0.50
xvextrins_d,1.00,2.00,0.50
xvextrins_h,1.00,2.00,0.50
xvextrins_w,1.00,2.00,0.50
xvfadd_d,5.00,2.00,0.50
xvfadd_s,5.00,2.00,0.50
xvfclass_d,2.00,2.00,0.50
xvfclass_s,2.00,2.00,0.50
xvfcmp_caf_d,2.00,2.00,0.50
xvfcmp_caf_s,2.00,2.00,0.50
xvfcmp_ceq_d,2.00,2.00,0.50
xvfcmp_ceq_s,2.00,2.00,0.50
xvfcmp_cle_d,2.00,2.00,0.50
xvfcmp_cle_s,2.00,2.00,0.50
xvfcmp_clt_d,2.00,2.00,0.50
xvfcmp_clt_s,2.00,2.00,0.50
xvfcmp_cne_d,2.00,2.00,0.50
xvfcmp_cne_s,2.00,2.00,0.50
xvfcmp_cor_d,2.00,2.00,0.50
xvfcmp_cor_s,2.00,2.00,0.50
xvfcmp_cueq_d,2.00,2.00,0.50
xvfcmp_cueq_s,2.00,2.00,0.50
xvfcmp_cule_d,2.00,2.00,0.50
xvfcmp_cule_s,2.00,2.00,0.50
xvfcmp_cult_d,2.00,2.00,0.50
xvfcmp_cult_s,2.00,2.00,0.50
xvfcmp_cun_d,2.00,2.00,0.50
xvfcmp_cun_s,2.00,2.00,0.50
xvfcmp_cune_d,2.00,2.00,0.50
xvfcmp_cune_s,2.00,2.00,0.50
xvfcmp_saf_d,2.00,2.00,0.50
xvfcmp_saf_s,2.00,2.00,0.50
xvfcmp_seq_d,2.00,2.00,0.50
xvfcmp_seq_s,2.00,2.00,0.50
xvfcmp_sle_d,2.00,2.00,0.50
xvfcmp_sle_s,2.00,2.00,0.50
xvfcmp_slt_d,2.00,2.00,0.50
xvfcmp_slt_s,2.00,2.00,0.50
xvfcmp_sne_d,2.00,2.00,0.50
xvfcmp_sne_s,2.00,2.00,0.50
xvfcmp_sor_d,2.00,2.00,0.50
xvfcmp_sor_s,2.00,2.00,0.50
xvfcmp_sueq_d,2.00,2.00,0.50
xvfcmp_sueq_s,2.00,2.00,0.50
xvfcmp_sule_d,2.00,2.00,0.50
xvfcmp_sule_s,2.00,2.00,0.50
xvfcmp_sult_d,2.00,2.00,0.50
xvfcmp_sult_s,2.00,2.00,0.50
xvfcmp_sun_d,2.00,2.00,0.50
xvfcmp_sun_s,2.00,2.00,0.50
xvfcmp_sune_d,2.00,2.00,0.50
xvfcmp_sune_s,2.00,2.00,0.50
xvfcvt_h_s,3.00,1.00,1.00
xvfcvt_s_d,3.00,1.00,1.00
xvfcvth_d_s,3.00,1.00,1.00
xvfcvth_s_h,3.00,1.00,1.00
xvfcvtl_d_s,3.00,1.00,1.00
xvfcvtl_s_h,3.00,1.00,1.00
xvfdiv_d,8.00/17.00,0.08,12.50
xvfdiv_s,11.00/19.50,0.10,10.50
xvffint_d_l,4.00,2.00,0.50
xvffint_d_lu,4.00,2.00,0.50
xvffint_s_l,5.00,1.00,1.00
xvffint_s_w,4.00,2.00,0.50
xvffint_s_wu,4.00,2.00,0.50
xvffinth_d_w,5.00,1.00,1.00
xvffintl_d_w,5.00,1.00,1.00
xvflogb_d,4.00,2.00,0.50
xvflogb_s,4.00,2.00,0.50
xvfmadd_d,5.00,2.00,0.50
xvfmadd_s,5.00,2.00,0.50
xvfmax_d,2.00,2.00,0.50
xvfmax_s,2.00,2.00,0.50
xvfmaxa_d,2.00,2.00,0.50
xvfmaxa_s,2.00,2.00,0.50
xvfmin_d,2.00,2.00,0.50
xvfmin_s,2.00,2.00,0.50
xvfmina_d,2.00,2.00,0.50
xvfmina_s,2.00,2.00,0.50
xvfmsub_d,5.00,2.00,0.50
xvfmsub_s,5.00,2.00,0.50
xvfmul_d,5.00,2.00,0.50
xvfmul_s,5.00,2.00,0.50
xvfnmadd_d,5.00,2.00,0.50
xvfnmadd_s,5.00,2.00,0.50
xvfnmsub_d,5.00,2.00,0.50
xvfnmsub_s,5.00,2.00,0.50
xvfrecip_d,23.00,0.08,12.00
xvfrecip_s,27.00,0.14,7.00
xvfrint_d,4.00,2.00,0.50
xvfrint_s,4.00,2.00,0.50
xvfrintrm_d,4.00,2.00,0.50
xvfrintrm_s,4.00,2.00,0.50
xvfrintrne_d,4.00,2.00,0.50
xvfrintrne_s,4.00,2.00,0.50
xvfrintrp_d,4.00,2.00,0.50
xvfrintrp_s,4.00,2.00,0.50
xvfrintrz_d,4.00,2.00,0.50
xvfrintrz_s,4.00,2.00,0.50
xvfrsqrt_d,15.00,0.04,27.50
xvfrsqrt_s,25.00,0.03,32.00
xvfrstp_b,2.00,2.00,0.50
xvfrstp_h,2.00,2.00,0.50
xvfrstpi_b,2.00,2.00,0.50
xvfrstpi_h,2.00,2.00,0.50
xvfsqrt_d,36.00,0.05,18.50
xvfsqrt_s,15.00,0.07,13.50
xvfsub_d,5.00,2.00,0.50
xvfsub_s,5.00,2.00,0.50
xvftint_l_d,4.00,2.00,0.50
xvftint_lu_d,4.00,2.00,0.50
xvftint_w_d,5.00,1.00,1.00
xvftint_w_s,4.00,2.00,0.50
xvftint_wu_s,4.00,2.00,0.50
xvftinth_l_s,5.00,1.00,1.00
xvftintl_l_s,5.00,1.00,1.00
xvftintrm_l_d,4.00,2.00,0.50
xvftintrm_w_d,5.00,1.00,1.00
xvftintrm_w_s,4.00,2.00,0.50
xvftintrmh_l_s,5.00,1.00,1.00
xvftintrml_l_s,5.00,1.00,1.00
xvftintrne_l_d,4.00,2.00,0.50
xvftintrne_w_d,5.00,1.00,1.00
xvftintrne_w_s,4.00,2.00,0.50
xvftintrneh_l_s,5.00,1.00,1.00
xvftintrnel_l_s,5.00,1.00,1.00
xvftintrp_l_d,4.00,2.00,0.50
xvftintrp_w_d,5.00,1.00,1.00
xvftintrp_w_s,4.00,2.00,0.50
xvftintrph_l_s,5.00,1.00,1.00
xvftintrpl_l_s,5.00,1.00,1.00
xvftintrz_l_d,4.00,2.00,0.50
xvftintrz_lu_d,4.00,2.00,0.50
xvftintrz_w_d,5.00,1.00,1.00
xvftintrz_w_s,4.00,2.00,0.50
xvftintrz_wu_s,4.00,2.00,0.50
xvftintrzh_l_s,5.00,1.00,1.00
xvftintrzl_l_s,5.00,1.00,1.00
xvhaddw_d_w,2.00,2.00,0.50
xvhaddw_du_wu,2.00,2.00,0.50
xvhaddw_h_b,2.00,2.00,0.50
xvhaddw_hu_bu,2.00,2.00,0.50
xvhaddw_q_d,3.00,2.00,0.50
xvhaddw_qu_du,3.00,2.00,0.50
xvhaddw_w_h,2.00,2.00,0.50
xvhaddw_wu_hu,2.00,2.00,0.50
xvhseli_d,1.00,1.00,1.00
xvhsubw_d_w,2.00,2.00,0.50
xvhsubw_du_wu,2.00,2.00,0.50
xvhsubw_h_b,2.00,2.00,0.50
xvhsubw_hu_bu,2.00,2.00,0.50
xvhsubw_q_d,3.00,2.00,0.50
xvhsubw_qu_du,3.00,2.00,0.50
xvhsubw_w_h,2.00,2.00,0.50
xvhsubw_wu_hu,2.00,2.00,0.50
xvilvh_b,1.00,2.00,0.50
xvilvh_d,1.00,2.00,0.50
xvilvh_h,1.00,2.00,0.50
xvilvh_w,1.00,2.00,0.50
xvilvl_b,1.00,2.00,0.50
xvilvl_d,1.00,2.00,0.50
xvilvl_h,1.00,2.00,0.50
xvilvl_w,1.00,2.00,0.50
xvinsgr2vr_d,1.00,1.00,1.00
xvinsgr2vr_w,1.00,1.00,1.00
xvinsve0_d,1.00,2.00,0.50
xvinsve0_w,1.00,2.00,0.50
xvmadd_b,4.00,2.00,0.50
xvmadd_d,4.00,2.00,0.50
xvmadd_h,4.00,2.00,0.50
xvmadd_w,4.00,2.00,0.50
xvmaddwev_d_w,4.00,2.00,0.50
xvmaddwev_d_wu,4.00,2.00,0.50
xvmaddwev_d_wu_w,4.00,2.00,0.50
xvmaddwev_h_b,4.00,2.00,0.50
xvmaddwev_h_bu,4.00,2.00,0.50
xvmaddwev_h_bu_b,4.00,2.00,0.50
xvmaddwev_q_d,7.00,1.14,0.88
xvmaddwev_q_du,7.00,1.14,0.87
xvmaddwev_q_du_d,7.00,1.14,0.87
xvmaddwev_w_h,4.00,2.00,0.50
xvmaddwev_w_hu,4.00,2.00,0.50
xvmaddwev_w_hu_h,4.00,2.00,0.50
xvmaddwod_d_w,4.00,2.00,0.50
xvmaddwod_d_wu,4.00,2.00,0.50
xvmaddwod_d_wu_w,4.00,2.00,0.50
xvmaddwod_h_b,4.00,2.00,0.50
xvmaddwod_h_bu,4.00,2.00,0.50
xvmaddwod_h_bu_b,4.00,2.00,0.50
xvmaddwod_q_d,7.00,1.14,0.87
xvmaddwod_q_du,7.00,1.14,0.88
xvmaddwod_q_du_d,7.00,1.14,0.88
xvmaddwod_w_h,4.00,2.00,0.50
xvmaddwod_w_hu,4.00,2.00,0.50
xvmaddwod_w_hu_h,4.00,2.00,0.50
xvmax_b,1.00,2.00,0.50
xvmax_bu,1.00,2.00,0.50
xvmax_d,2.00,2.00,0.50
xvmax_du,2.00,2.00,0.50
xvmax_h,1.00,2.00,0.50
xvmax_hu,1.00,2.00,0.50
xvmax_w,1.00,2.00,0.50
xvmax_wu,1.00,2.00,0.50
xvmaxi_b,1.00,2.00,0.50
xvmaxi_bu,1.00,2.00,0.50
xvmaxi_d,2.00,2.00,0.50
xvmaxi_du,2.00,2.00,0.50
xvmaxi_h,1.00,2.00,0.50
xvmaxi_hu,1.00,2.00,0.50
xvmaxi_w,1.00,2.00,0.50
xvmaxi_wu,1.00,2.00,0.50
xvmin_b,1.00,2.00,0.50
xvmin_bu,1.00,2.00,0.50
xvmin_d,2.00,2.00,0.50
xvmin_du,2.00,2.00,0.50
xvmin_h,1.00,2.00,0.50
xvmin_hu,1.00,2.00,0.50
xvmin_w,1.00,2.00,0.50
xvmin_wu,1.00,2.00,0.50
xvmini_b,1.00,2.00,0.50
xvmini_bu,1.00,2.00,0.50
xvmini_d,2.00,2.00,0.50
xvmini_du,2.00,2.00,0.50
xvmini_h,1.00,2.00,0.50
xvmini_hu,1.00,2.00,0.50
xvmini_w,1.00,2.00,0.50
xvmini_wu,1.00,2.00,0.50
xvmod_b,29.00/33.00,0.05,21.50
xvmod_bu,29.00/37.00,0.05,22.00
xvmod_d,8.00/10.00,0.11,9.50
xvmod_du,8.00/10.00,0.11,9.50
xvmod_h,17.00/21.00,0.07,13.50
xvmod_hu,17.00/23.00,0.06,16.00
xvmod_w,11.00/15.00,0.07,13.50
xvmod_wu,11.00/15.00,0.06,16.00
xvmskgez_b,1.00,2.00,0.50
xvmskltz_b,1.00,2.00,0.50
xvmskltz_d,1.00,2.00,0.50
xvmskltz_h,1.00,2.00,0.50
xvmskltz_w,1.00,2.00,0.50
xvmsknz_b,1.00,2.00,0.50
xvmsub_b,4.00,2.00,0.50
xvmsub_d,4.00,2.00,0.50
xvmsub_h,4.00,2.00,0.50
xvmsub_w,4.00,2.00,0.50
xvmuh_b,4.00,2.00,0.50
xvmuh_bu,4.00,2.00,0.50
xvmuh_d,4.00,2.00,0.50
xvmuh_du,4.00,2.00,0.50
xvmuh_h,4.00,2.00,0.50
xvmuh_hu,4.00,2.00,0.50
xvmuh_w,4.00,2.00,0.50
xvmuh_wu,4.00,2.00,0.50
xvmul_b,4.00,2.00,0.50
xvmul_d,4.00,2.00,0.50
xvmul_h,4.00,2.00,0.50
xvmul_w,4.00,2.00,0.50
xvmulwev_d_w,4.00,2.00,0.50
xvmulwev_d_wu,4.00,2.00,0.50
xvmulwev_d_wu_w,4.00,2.00,0.50
xvmulwev_h_b,4.00,2.00,0.50
xvmulwev_h_bu,4.00,2.00,0.50
xvmulwev_h_bu_b,4.00,2.00,0.50
xvmulwev_q_d,7.00,2.00,0.50
xvmulwev_q_du,7.00,2.00,0.50
xvmulwev_q_du_d,7.00,2.00,0.50
xvmulwev_w_h,4.00,2.00,0.50
xvmulwev_w_hu,4.00,2.00,0.50
xvmulwev_w_hu_h,4.00,2.00,0.50
xvmulwod_d_w,4.00,2.00,0.50
xvmulwod_d_wu,4.00,2.00,0.50
xvmulwod_d_wu_w,4.00,2.00,0.50
xvmulwod_h_b,4.00,2.00,0.50
xvmulwod_h_bu,4.00,2.00,0.50
xvmulwod_h_bu_b,4.00,2.00,0.50
xvmulwod_q_d,7.00,2.00,0.50
xvmulwod_q_du,7.00,2.00,0.50
xvmulwod_q_du_d,7.00,2.00,0.50
xvmulwod_w_h,4.00,2.00,0.50
xvmulwod_w_hu,4.00,2.00,0.50
xvmulwod_w_hu_h,4.00,2.00,0.50
xvneg_b,1.00,2.00,0.50
xvneg_d,1.00,2.00,0.50
xvneg_h,1.00,2.00,0.50
xvneg_w,1.00,2.00,0.50
xvnor_v,1.00,2.00,0.50
xvnori_b,1.00,2.00,0.50
xvor_v,1.00,2.00,0.50
xvori_b,1.00,2.00,0.50
xvorn_v,1.00,2.00,0.50
xvpackev_b,1.00,2.00,0.50
xvpackev_d,1.00,2.00,0.50
xvpackev_h,1.00,2.00,0.50
xvpackev_w,1.00,2.00,0.50
xvpackod_b,1.00,2.00,0.50
xvpackod_d,1.00,2.00,0.50
xvpackod_h,1.00,2.00,0.50
xvpackod_w,1.00,2.00,0.50
xvpcnt_b,2.00,2.00,0.50
xvpcnt_d,2.00,2.00,0.50
xvpcnt_h,2.00,2.00,0.50
xvpcnt_w,2.00,2.00,0.50
xvperm_w,3.00,2.00,0.50
xvpermi_d,3.00,2.00,0.50
xvpermi_q,3.00,2.00,0.50
xvpermi_w,1.00,2.00,0.50
xvpickev_b,1.00,2.00,0.50
xvpickev_d,1.00,2.00,0.50
xvpickev_h,1.00,2.00,0.50
xvpickev_w,1.00,2.00,0.50
xvpickod_b,1.00,2.00,0.50
xvpickod_d,1.00,2.00,0.50
xvpickod_h,1.00,2.00,0.50
xvpickod_w,1.00,2.00,0.50
xvpickve2gr_d,1.00,1.00,1.00
xvpickve2gr_du,1.00,1.00,1.00
xvpickve2gr_w,1.00,1.00,1.00
xvpickve2gr_wu,1.00,1.00,1.00
xvpickve_d,3.00,2.00,0.50
xvpickve_w,3.00,2.00,0.50
xvrepl128vei_b,1.00,2.00,0.50
xvrepl128vei_d,1.00,2.00,0.50
xvrepl128vei_h,1.00,2.00,0.50
xvrepl128vei_w,1.00,2.00,0.50
xvreplgr2vr_b,,1.00,1.00
xvreplgr2vr_d,,1.00,1.00
xvreplgr2vr_h,,1.00,1.00
xvreplgr2vr_w,,1.00,1.00
xvrepli_b,,2.00,0.50
xvrepli_d,,2.00,0.50
xvrepli_h,,2.00,0.50
xvrepli_w,,2.00,0.50
xvreplve0_b,3.00,2.00,0.50
xvreplve0_d,3.00,2.00,0.50
xvreplve0_h,3.00,2.00,0.50
xvreplve0_q,3.00,2.00,0.50
xvreplve0_w,3.00,2.00,0.50
xvreplve_b,1.00,1.00,1.00
xvreplve_d,1.00,1.00,1.00
xvreplve_h,1.00,1.00,1.00
xvreplve_w,1.00,1.00,1.00
xvrotr_b,2.00,2.00,0.50
xvrotr_d,2.00,2.00,0.50
xvrotr_h,2.00,2.00,0.50
xvrotr_w,2.00,2.00,0.50
xvrotri_b,2.00,2.00,0.50
xvrotri_d,2.00,2.00,0.50
xvrotri_h,2.00,2.00,0.50
xvrotri_w,2.00,2.00,0.50
xvsadd_b,1.00,2.00,0.50
xvsadd_bu,1.00,2.00,0.50
xvsadd_d,1.00,2.00,0.50
xvsadd_du,1.00,2.00,0.50
xvsadd_h,1.00,2.00,0.50
xvsadd_hu,1.00,2.00,0.50
xvsadd_w,1.00,2.00,0.50
xvsadd_wu,1.00,2.00,0.50
xvsat_b,2.00,2.00,0.50
xvsat_bu,2.00,2.00,0.50
xvsat_d,2.00,2.00,0.50
xvsat_du,2.00,2.00,0.50
xvsat_h,2.00,2.00,0.50
xvsat_hu,2.00,2.00,0.50
xvsat_w,2.00,2.00,0.50
xvsat_wu,2.00,2.00,0.50
xvseq_b,1.00,2.00,0.50
xvseq_d,1.00,2.00,0.50
xvseq_h,1.00,2.00,0.50
xvseq_w,1.00,2.00,0.50
xvseqi_b,1.00,2.00,0.50
xvseqi_d,1.00,2.00,0.50
xvseqi_h,1.00,2.00,0.50
xvseqi_w,1.00,2.00,0.50
xvsetallnez_b,,2.00,0.50
xvsetallnez_d,,2.00,0.50
xvsetallnez_h,,2.00,0.50
xvsetallnez_w,,2.00,0.50
xvsetanyeqz_b,,2.00,0.50
xvsetanyeqz_d,,2.00,0.50
xvsetanyeqz_h,,2.00,0.50
xvsetanyeqz_w,,2.00,0.50
xvseteqz_v,,2.00,0.50
xvsetnez_v,,2.00,0.50
xvshuf4i_b,1.00,2.00,0.50
xvshuf4i_d,1.00,2.00,0.50
xvshuf4i_h,1.00,2.00,0.50
xvshuf4i_w,1.00,2.00,0.50
xvshuf_b,1.00,2.00,0.50
xvshuf_d,1.00,2.00,0.50
xvshuf_h,1.00,2.00,0.50
xvshuf_w,1.00,2.00,0.50
xvsigncov_b,1.00,2.00,0.50
xvsigncov_d,1.00,2.00,0.50
xvsigncov_h,1.00,2.00,0.50
xvsigncov_w,1.00,2.00,0.50
xvsle_b,1.00,2.00,0.50
xvsle_bu,1.00,2.00,0.50
xvsle_d,2.00,2.00,0.50
xvsle_du,2.00,2.00,0.50
xvsle_h,1.00,2.00,0.50
xvsle_hu,1.00,2.00,0.50
xvsle_w,1.00,2.00,0.50
xvsle_wu,1.00,2.00,0.50
xvslei_b,1.00,2.00,0.50
xvslei_bu,1.00,2.00,0.50
xvslei_d,2.00,2.00,0.50
xvslei_du,2.00,2.00,0.50
xvslei_h,1.00,2.00,0.50
xvslei_hu,1.00,2.00,0.50
xvslei_w,1.00,2.00,0.50
xvslei_wu,1.00,2.00,0.50
xvsll_b,1.00,2.00,0.50
xvsll_d,1.00,2.00,0.50
xvsll_h,1.00,2.00,0.50
xvsll_w,1.00,2.00,0.50
xvslli_b,1.00,2.00,0.50
xvslli_d,1.00,2.00,0.50
xvslli_h,1.00,2.00,0.50
xvslli_w,1.00,2.00,0.50
xvsllwil_d_w,2.00,1.00,1.00
xvsllwil_du_wu,2.00,1.00,1.00
xvsllwil_h_b,2.00,1.00,1.00
xvsllwil_hu_bu,2.00,1.00,1.00
xvsllwil_w_h,2.00,1.00,1.00
xvsllwil_wu_hu,2.00,1.00,1.00
xvslt_b,1.00,2.00,0.50
xvslt_bu,1.00,2.00,0.50
xvslt_d,2.00,2.00,0.50
xvslt_du,2.00,2.00,0.50
xvslt_h,1.00,2.00,0.50
xvslt_hu,1.00,2.00,0.50
xvslt_w,1.00,2.00,0.50
xvslt_wu,1.00,2.00,0.50
xvslti_b,1.00,2.00,0.50
xvslti_bu,1.00,2.00,0.50
xvslti_d,2.00,2.00,0.50
xvslti_du,2.00,2.00,0.50
xvslti_h,1.00,2.00,0.50
xvslti_hu,1.00,2.00,0.50
xvslti_w,1.00,2.00,0.50
xvslti_wu,1.00,2.00,0.50
xvsra_b,1.00,2.00,0.50
xvsra_d,1.00,2.00,0.50
xvsra_h,1.00,2.00,0.50
xvsra_w,1.00,2.00,0.50
xvsrai_b,1.00,2.00,0.50
xvsrai_d,1.00,2.00,0.50
xvsrai_h,1.00,2.00,0.50
xvsrai_w,1.00,2.00,0.50
xvsran_b_h,2.00,1.00,1.00
xvsran_h_w,2.00,1.00,1.00
xvsran_w_d,2.00,1.00,1.00
xvsrani_b_h,4.00,1.00,1.00
xvsrani_d_q,3.00,2.00,0.50
xvsrani_h_w,4.00,1.00,1.00
xvsrani_w_d,4.00,1.00,1.00
xvsrar_b,3.00,2.00,0.50
xvsrar_d,3.00,2.00,0.50
xvsrar_h,3.00,2.00,0.50
xvsrar_w,3.00,2.00,0.50
xvsrari_b,3.00,2.00,0.50
xvsrari_d,3.00,2.00,0.50
xvsrari_h,3.00,2.00,0.50
xvsrari_w,3.00,2.00,0.50
xvsrarn_b_h,4.00,1.00,1.00
xvsrarn_h_w,4.00,1.00,1.00
xvsrarn_w_d,4.00,1.00,1.00
xvsrarni_b_h,4.00,1.00,1.00
xvsrarni_d_q,3.00,2.00,0.50
xvsrarni_h_w,4.00,1.00,1.00
xvsrarni_w_d,4.00,1.00,1.00
xvsrl_b,1.00,2.00,0.50
xvsrl_d,1.00,2.00,0.50
xvsrl_h,1.00,2.00,0.50
xvsrl_w,1.00,2.00,0.50
xvsrli_b,1.00,2.00,0.50
xvsrli_d,1.00,2.00,0.50
xvsrli_h,1.00,2.00,0.50
xvsrli_w,1.00,2.00,0.50
xvsrln_b_h,2.00,1.00,1.00
xvsrln_h_w,2.00,1.00,1.00
xvsrln_w_d,2.00,1.00,1.00
xvsrlni_b_h,4.00,1.00,1.00
xvsrlni_d_q,3.00,2.00,0.50
xvsrlni_h_w,4.00,1.00,1.00
xvsrlni_w_d,4.00,1.00,1.00
xvsrlr_b,3.00,2.00,0.50
xvsrlr_d,3.00,2.00,0.50
xvsrlr_h,3.00,2.00,0.50
xvsrlr_w,3.00,2.00,0.50
xvsrlri_b,3.00,2.00,0.50
xvsrlri_d,3.00,2.00,0.50
xvsrlri_h,3.00,2.00,0.50
